punit_idx,E[N],1,2,3,4,5,6,7,8,9,10,11,12,13
25,5.368370531547688,0.354698724,0.602618203,0.354698724,0.325672856,,,,,,,,,
3,10.718142697923819,0.607520842,0.374762937,0.917320965,0.819278898,0.550679229,0.550679229,0.104654898,0.917320965,1.790903564,,,,
85,9.909112807253361,0.258261644,0.44347814,0.44347814,0.302415181,0.44347814,0.44347814,0.302415181,0.378690387,0.28463147,0.302415181,0.309618054,,
59,6.603618592705418,0.35178314,0.437277919,0.386243281,0.35178314,0.386243281,,,,,,,,
72,9.86173401124044,0.104654898,0.819278898,0.607520842,0.550679229,0.607520842,1.790903564,0.607520842,0.917320965,1.790903564,,,,
95,6.012983367253868,0.611494513,0.611494513,0.464666176,0.464666176,0.332597832,0.234934085,0.464666176,,,,,,
40,7.050477184183941,0.929623072,0.323861484,0.696160728,0.555764093,0.555764093,,,,,,,,
18,3.1608284032605,0.475596501,0.475596501,0.475596501,,,,,,,,,,
86,9.437775390345399,0.309618054,0.429890303,0.258261644,0.378690387,0.378690387,0.344659649,0.378690387,0.344659649,,,,,
98,7.706091741315815,0.260911857,0.486906039,0.842129698,0.350474393,0.304508319,0.260911857,0.354698724,0.260911857,,,,,
37,8.739010117208037,0.628415368,0.47539448,0.498284557,0.737668953,0.47539448,0.628415368,0.593275359,0.498284557,,,,,
68,7.904940645791416,0.386243281,0.532606952,0.341858376,0.207004214,0.316447193,0.386243281,0.968225412,0.968225412,0.437277919,,,,
58,6.87960908882081,0.198553665,0.613265541,0.437277919,0.35178314,0.593733517,0.198553665,0.593733517,0.35178314,,,,,
72,9.86173401124044,1.790903564,1.491364227,0.374762937,0.374762937,1.790903564,0.819278898,0.607520842,0.374762937,0.819278898,,,,
5,11.710821723365381,0.819278898,0.550679229,0.958913285,0.374762937,0.958913285,0.819278898,0.104654898,0.958913285,0.104654898,0.819278898,,,
92,9.467698980183028,0.344659649,0.258261644,0.309618054,0.302415181,0.344659649,0.233462495,0.304508319,0.304508319,0.344659649,,,,
52,8.011656986841368,0.35178314,0.386243281,0.593733517,0.35178314,0.560787648,0.613265541,0.198553665,0.316447193,,,,,
62,6.7945776803803355,0.690604426,0.247597798,0.690604426,0.690604426,0.968225412,0.968225412,0.247597798,,,,,,
93,9.278668576973363,0.484830596,0.302415181,0.44347814,0.484830596,0.484830596,0.302415181,0.309618054,0.309618054,0.309618054,0.309618054,,,
106,10.366553124209966,0.449589501,0.344659649,0.303585458,0.303585458,0.258261644,0.303585458,0.449589501,0.679654055,0.486906039,,,,
104,8.77661769465471,0.304508319,0.260911857,0.350474393,0.260911857,0.260911857,0.486906039,0.486906039,0.304508319,,,,,
105,5.901981292402512,0.304508319,0.842129698,0.304508319,0.260911857,0.224114334,0.260911857,0.304508319,,,,,,
69,4.504219895168949,0.374403126,0.316447193,0.437277919,0.437277919,0.532606952,,,,,,,,
89,8.498222188163776,0.350474393,0.303585458,0.486906039,0.486906039,0.682465094,0.679654055,0.429890303,0.429890303,,,,,
3,10.718142697923819,0.427978686,0.104654898,0.607520842,0.710300061,0.607520842,0.104654898,0.607520842,0.819278898,0.819278898,,,,
71,9.221651889045265,0.374403126,0.341858376,0.374403126,0.374762937,0.639468887,0.341858376,0.819278898,0.341858376,0.104654898,,,,
71,9.221651889045265,0.958913285,0.917320965,0.958913285,0.917320965,0.639468887,0.374403126,0.958913285,,,,,,
75,4.653639429264645,0.376633162,0.435937256,0.435937256,,,,,,,,,,
11,10.190557173937158,1.790903564,0.631606701,0.631606701,1.790903564,0.680994673,0.680994673,1.052356341,,,,,,
90,10.782743891528032,0.344659649,0.258261644,0.258261644,0.241126178,0.344659649,0.241126178,0.303585458,0.260911857,0.429890303,0.429890303,,,
73,9.001554154864149,0.374762937,0.341858376,0.958913285,0.819278898,0.341858376,0.819278898,0.374762937,0.639468887,0.917320965,,,,
42,5.157824440358568,0.555764093,1.019310921,0.555764093,0.751646477,0.929623072,,,,,,,,
100,9.199590921027239,0.682465094,0.350474393,0.138968999,0.350474393,0.842129698,0.138968999,0.842129698,0.842129698,,,,,
74,6.8266641128991346,0.104654898,0.104654898,0.104654898,0.247597798,0.376633162,0.435937256,0.379939181,0.247597798,0.577017058,,,,
18,3.1608284032605,0.426455835,0.186730817,0.710300061,0.426455835,,,,,,,,,
9,11.358900833691411,0.374762937,0.710300061,0.819278898,0.607520842,0.374762937,0.710300061,0.710300061,0.550679229,0.47756148,0.607520842,0.550679229,0.710300061,1.790903564
78,7.421215503524459,0.232096649,0.44347814,0.484830596,0.309618054,0.232096649,0.378690387,,,,,,,
97,7.541543337007211,0.338491701,0.486906039,0.486906039,0.138968999,0.350474393,0.260911857,0.304508319,0.486906039,,,,,
18,3.1608284032605,0.186730817,0.475596501,0.475596501,,,,,,,,,,
56,6.860689769149488,0.339220439,0.386243281,0.386243281,0.613265541,0.593733517,0.560787648,0.560787648,,,,,,
12,6.590640150683724,0.631606701,1.052356341,1.172203416,1.491364227,1.047696479,1.491364227,1.047696479,,,,,,
5,11.710821723365381,0.819278898,0.550679229,0.104654898,0.427978686,0.374762937,0.104654898,0.550679229,0.427978686,0.427978686,0.607520842,,,
61,8.26213265002325,0.968225412,0.386243281,0.968225412,0.207004214,0.577017058,0.593733517,0.593733517,0.437277919,,,,,
4,11.805614651945152,0.341858376,0.104654898,0.341858376,0.958913285,0.427978686,0.613532994,0.550679229,0.550679229,0.607520842,0.427978686,0.427978686,,
103,7.175386698219703,0.682465094,0.842129698,0.350474393,0.682465094,0.486906039,0.72813035,0.72813035,,,,,,
76,4.148440899159381,0.429890303,0.378690387,0.303585458,0.344659649,0.449589501,,,,,,,,
37,8.739010117208037,0.498284557,0.696160728,0.565013519,0.628415368,0.929623072,0.47539448,0.47539448,0.47539448,0.929623072,,,,
45,3.357231873400357,0.747098694,0.747098694,0.603195073,0.603195073,,,,,,,,,
39,8.529424785014196,1.019310921,0.737668953,0.737668953,1.019310921,0.555764093,0.628415368,,,,,,,
57,5.7211563448073965,0.613265541,0.593733517,0.593733517,0.560787648,0.560787648,,,,,,,,
69,4.504219895168949,0.207004214,0.437277919,0.207004214,0.532606952,,,,,,,,,
72,9.86173401124044,1.169709345,0.341858376,0.104654898,0.639468887,0.917320965,0.341858376,0.917320965,0.819278898,0.917320965,0.374762937,,,
15,11.42344959442308,0.607520842,0.426455835,0.47756148,0.47756148,1.047696479,1.047696479,0.607520842,0.550679229,0.573607907,0.47756148,0.47756148,,
69,4.504219895168949,0.341858376,0.374403126,0.207004214,0.341858376,0.316447193,,,,,,,,
86,9.437775390345399,0.344659649,0.309618054,0.260911857,0.260911857,0.429890303,0.258261644,0.378690387,0.527881884,0.233462495,0.233462495,,,
94,6.247628579182414,0.611494513,0.338491701,0.611494513,0.302415181,0.338491701,0.611494513,0.173710044,,,,,,
42,5.157824440358568,1.019310921,0.516423733,0.628415368,0.929623072,1.019310921,0.555764093,,,,,,,
80,6.767303918396037,0.28463147,0.484830596,0.28463147,0.232096649,0.44347814,,,,,,,,
96,6.162398312610662,0.234934085,0.224114334,0.224114334,0.234934085,0.611494513,0.338491701,,,,,,,
11,10.190557173937158,0.47756148,1.172203416,0.550679229,0.47756148,1.052356341,1.491364227,1.172203416,1.790903564,0.104654898,1.491364227,1.491364227,0.104654898,0.104654898
91,10.460155455507065,0.260911857,0.429890303,0.378690387,0.258261644,0.527881884,0.258261644,0.679654055,0.378690387,0.260911857,0.527881884,0.344659649,,
9,11.358900833691411,0.47756148,1.790903564,0.607520842,0.710300061,0.374762937,1.790903564,0.710300061,0.47756148,0.104654898,0.710300061,,,
54,2.304004696038918,0.739917238,0.739917238,0.339220439,,,,,,,,,,
6,7.2673689097455965,0.613532994,0.613532994,0.613532994,0.374762937,0.958913285,,,,,,,,
91,10.460155455507065,0.303585458,0.303585458,0.258261644,0.527881884,0.258261644,0.258261644,0.233462495,0.258261644,0.344659649,0.429890303,,,
72,9.86173401124044,0.639468887,0.819278898,0.639468887,0.917320965,0.639468887,0.341858376,0.607520842,0.374762937,0.639468887,0.341858376,0.104654898,,
78,7.421215503524459,0.484830596,0.527881884,0.28463147,0.44347814,0.302415181,0.232096649,0.28463147,0.302415181,,,,,
5,11.710821723365381,0.607520842,0.607520842,0.917320965,0.104654898,0.958913285,0.958913285,0.639468887,0.639468887,0.613532994,0.341858376,0.613532994,,
77,8.474366810016729,0.378690387,0.258261644,0.449589501,0.429890303,0.527881884,0.378690387,0.527881884,0.233462495,,,,,
33,4.4243511508180395,0.354698724,0.325672856,0.354698724,0.554677459,,,,,,,,,
34,5.889420051089895,0.602618203,0.554677459,0.325672856,0.323861484,0.602618203,,,,,,,,
65,6.773453351863119,0.379939181,0.666497526,0.376633162,0.666497526,0.666497526,0.376633162,1.169709345,,,,,,
11,10.190557173937158,1.047696479,0.47756148,1.491364227,1.047696479,0.607520842,0.104654898,0.104654898,0.819278898,0.631606701,0.47756148,0.104654898,,
60,8.969551355494337,0.532606952,0.316447193,0.316447193,0.386243281,0.577017058,0.386243281,0.613265541,0.613265541,0.198553665,,,,
19,5.240187185506469,0.710300061,0.426455835,0.47756148,0.613532994,0.475596501,0.186730817,0.186730817,0.426455835,,,,,
15,11.42344959442308,0.819278898,0.680994673,0.573607907,1.047696479,0.66839441,0.819278898,0.550679229,0.66839441,0.573607907,0.550679229,0.47756148,,
93,9.278668576973363,0.44347814,0.611494513,0.234934085,0.484830596,0.309618054,0.611494513,0.611494513,0.309618054,0.28463147,0.309618054,0.332597832,,
62,6.7945776803803355,0.376633162,0.379939181,0.666497526,0.247597798,0.666497526,0.376633162,0.376633162,0.968225412,,,,,
2,10.319064440632182,0.47756148,0.680994673,0.47756148,1.287829238,1.172203416,1.790903564,0.631606701,0.66839441,0.66839441,0.796180269,,,
16,10.519658121888114,0.607520842,0.47756148,0.427978686,0.186730817,0.426455835,0.47756148,0.607520842,0.573607907,0.475596501,0.427978686,0.66839441,,
50,7.426062683479746,0.35178314,0.437277919,0.560787648,0.35178314,0.198553665,0.35178314,0.35178314,,,,,,
57,5.7211563448073965,0.560787648,0.560787648,0.593733517,0.613265541,0.613265541,0.339220439,,,,,,,
99,9.85969822593226,0.842129698,0.350474393,0.842129698,0.679654055,0.679654055,0.241126178,0.682465094,0.138968999,0.350474393,,,,
8,11.910739298582868,0.958913285,0.958913285,0.917320965,0.819278898,0.607520842,0.710300061,0.613532994,0.374762937,0.475596501,0.607520842,0.475596501,,
13,8.528226139661662,1.790903564,1.172203416,1.287829238,1.287829238,1.172203416,1.491364227,0.631606701,1.172203416,1.047696479,,,,
86,9.437775390345399,0.679654055,0.233462495,0.344659649,0.679654055,0.309618054,0.378690387,0.233462495,0.679654055,0.527881884,,,,
15,11.42344959442308,0.66839441,1.047696479,0.710300061,0.710300061,0.66839441,1.047696479,0.819278898,0.710300061,0.426455835,0.550679229,0.631606701,0.631606701,
71,9.221651889045265,0.917320965,0.341858376,0.374762937,0.374762937,0.341858376,0.374403126,0.639468887,,,,,,
64,4.233093496499353,0.666497526,0.666497526,0.435937256,0.666497526,,,,,,,,,
69,4.504219895168949,0.532606952,0.532606952,0.532606952,0.532606952,0.374403126,,,,,,,,
26,7.382691698235605,0.737668953,0.565013519,0.565013519,0.565013519,0.565013519,0.737668953,,,,,,,
73,9.001554154864149,0.917320965,1.169709345,1.169709345,0.374762937,0.104654898,0.341858376,0.639468887,0.819278898,0.104654898,0.379939181,,,
2,10.319064440632182,1.172203416,0.47756148,0.47756148,1.287829238,0.631606701,1.047696479,1.172203416,1.047696479,1.790903564,0.796180269,,,
99,9.85969822593226,0.241126178,0.241126178,0.682465094,0.429890303,0.679654055,0.682465094,0.260911857,0.679654055,,,,,
62,6.7945776803803355,0.593733517,0.247597798,0.379939181,0.577017058,0.968225412,0.339220439,0.376633162,0.968225412,,,,,
74,6.8266641128991346,0.577017058,0.577017058,0.379939181,1.169709345,0.379939181,0.379939181,0.435937256,0.376633162,,,,,
