punit_idx,E[N],1,2,3,4,5,6,7,8,9
104,5.95057023921178,0.304508319,0.260911857,0.260911857,0.682465094,0.260911857,0.138968999,0.138968999,0.486906039,
75,2.8229600897529408,0.666497526,0.666497526,0.435937256,,,,,,
46,2.662178795832843,0.747098694,0.751646477,0.751646477,1.184897785,,,,,
77,5.289042261590754,0.378690387,0.258261644,0.378690387,0.309618054,0.378690387,0.527881884,,,
106,6.607180057633325,0.350474393,0.429890303,0.350474393,0.241126178,0.241126178,0.429890303,0.350474393,,
71,5.216153666771535,0.639468887,0.341858376,0.917320965,0.374403126,0.374762937,0.639468887,0.427978686,,
15,6.131558954910332,0.550679229,0.819278898,0.47756148,0.47756148,0.607520842,,,,
59,4.416325072443701,0.437277919,0.532606952,0.532606952,,,,,,
56,4.523004310052863,0.593733517,0.339220439,0.613265541,0.560787648,,,,,
10,6.874702415394175,0.607520842,0.374762937,0.427978686,0.819278898,0.917320965,0.819278898,0.374762937,0.917320965,
34,3.667374427945643,0.323861484,0.602618203,0.323861484,,,,,,
98,5.164588084747241,0.304508319,0.224114334,0.304508319,0.842129698,,,,,
60,5.321494750487186,0.386243281,0.316447193,0.35178314,0.386243281,0.316447193,0.577017058,,,
72,5.906691258842482,0.374762937,0.917320965,0.819278898,0.374762937,0.819278898,0.819278898,,,
64,3.2679415530095377,0.690604426,0.690604426,0.690604426,,,,,,
85,4.798833237483885,0.232096649,0.232096649,0.258261644,0.302415181,0.464666176,0.258261644,,,
88,3.582326601804646,0.679654055,0.679654055,0.429890303,,,,,,
99,6.73465079017721,0.241126178,0.138968999,0.138968999,0.429890303,0.138968999,0.241126178,,,
52,5.595468083444224,0.577017058,0.560787648,0.437277919,0.613265541,0.560787648,0.560787648,0.386243281,0.560787648,
70,3.1001391409009407,0.613532994,0.958913285,0.613532994,,,,,,
38,4.102242181811883,0.47539448,0.628415368,0.516423733,0.628415368,,,,,
37,6.122115738552881,0.696160728,0.72813035,0.565013519,0.72813035,0.696160728,0.696160728,0.498284557,,
97,4.16355478509216,0.842129698,0.224114334,0.842129698,,,,,,
14,6.993141334504265,0.796180269,1.047696479,0.573607907,0.573607907,0.631606701,0.631606701,0.796180269,,
77,5.289042261590754,0.233462495,0.258261644,0.344659649,0.258261644,0.344659649,,,,
21,6.554769536156739,0.573607907,0.680994673,0.680994673,0.573607907,1.047696479,0.573607907,,,
29,2.1272721830887646,0.659158624,0.659158624,,,,,,,
72,5.906691258842482,0.819278898,0.550679229,0.607520842,0.104654898,0.374762937,0.607520842,1.790903564,,
6,4.9170149608322955,0.374403126,0.613532994,0.958913285,,,,,,
39,5.060735831248347,0.929623072,0.628415368,0.628415368,,,,,,
106,6.607180057633325,0.303585458,0.429890303,0.350474393,0.241126178,0.679654055,0.429890303,0.679654055,,
30,5.372817854148163,0.72813035,0.593275359,0.498284557,0.593275359,0.565013519,,,,
54,1.7338644332091255,0.659421977,0.739917238,,,,,,,
61,4.0490174450403185,0.247597798,0.247597798,0.593733517,0.577017058,,,,,
4,7.883053644261184,0.917320965,0.374762937,0.341858376,0.917320965,0.427978686,0.427978686,0.427978686,,
68,4.503484363865487,0.207004214,0.639468887,0.316447193,0.207004214,0.207004214,,,,
37,6.122115738552881,0.498284557,0.593275359,0.565013519,0.72813035,0.498284557,0.565013519,,,
104,5.95057023921178,0.260911857,0.224114334,0.350474393,0.224114334,0.304508319,0.304508319,0.260911857,,
104,5.95057023921178,0.842129698,0.486906039,0.138968999,0.224114334,0.138968999,0.260911857,,,
9,7.306854844452943,0.607520842,0.427978686,0.550679229,0.427978686,0.607520842,0.104654898,0.631606701,0.631606701,
36,5.993454685222217,0.593275359,0.737668953,0.737668953,0.696160728,,,,,
5,7.723501647966697,0.104654898,0.917320965,0.639468887,0.104654898,0.819278898,0.639468887,0.341858376,,
21,6.554769536156739,1.052356341,0.631606701,0.796180269,1.052356341,0.680994673,1.052356341,0.47756148,0.680994673,
3,6.997755728977705,0.427978686,0.607520842,0.819278898,0.374762937,0.550679229,0.631606701,0.607520842,0.427978686,1.790903564
36,5.993454685222217,0.47539448,0.498284557,0.593275359,0.593275359,0.737668953,0.47539448,0.47539448,,
61,4.0490174450403185,0.593733517,0.593733517,0.207004214,0.577017058,,,,,
0,3.43325657590671,1.172203416,1.172203416,1.172203416,,,,,,
18,2.5396650939212604,0.186730817,,,,,,,,
3,6.997755728977705,0.607520842,1.790903564,0.550679229,0.631606701,0.917320965,0.607520842,0.917320965,0.550679229,
11,6.1940300833365285,0.631606701,1.172203416,1.491364227,1.790903564,1.047696479,1.172203416,,,
95,4.2865259352900535,0.611494513,0.332597832,0.464666176,0.464666176,,,,,
90,6.688057185869882,0.486906039,0.138968999,0.350474393,0.486906039,0.303585458,0.350474393,0.241126178,0.138968999,
5,7.723501647966697,0.341858376,0.550679229,0.427978686,0.819278898,0.341858376,0.427978686,0.341858376,0.427978686,
24,1.756897380642961,0.173710044,,,,,,,,
53,4.335956097234719,0.247597798,0.247597798,0.593733517,0.577017058,0.247597798,,,,
78,4.09706552050312,0.44347814,0.232096649,0.232096649,0.484830596,0.44347814,,,,
29,2.1272721830887646,0.659158624,0.659158624,,,,,,,
94,4.892824964926746,0.234934085,0.234934085,0.338491701,0.234934085,0.611494513,,,,
98,5.164588084747241,0.350474393,0.350474393,0.350474393,0.842129698,0.304508319,0.842129698,0.224114334,,
3,6.997755728977705,0.607520842,0.917320965,0.917320965,0.427978686,0.550679229,0.550679229,0.427978686,,
26,4.830252374993766,0.565013519,0.593275359,0.593275359,0.47539448,0.498284557,0.498284557,,,
96,3.325005736359227,0.224114334,0.304508319,0.224114334,,,,,,
21,6.554769536156739,0.680994673,1.052356341,1.047696479,1.052356341,0.66839441,0.573607907,0.631606701,0.796180269,
22,5.201497727359385,0.573607907,0.66839441,0.66839441,0.573607907,1.287829238,,,,
97,4.16355478509216,0.842129698,0.224114334,0.304508319,,,,,,
55,2.8560378344954485,0.659421977,0.339220439,,,,,,,
79,5.019939529087108,0.44347814,0.232096649,0.232096649,0.28463147,0.484830596,,,,
4,7.883053644261184,0.550679229,0.104654898,0.427978686,0.819278898,0.427978686,0.374762937,0.917320965,,
97,4.16355478509216,0.304508319,0.842129698,0.304508319,0.224114334,,,,,
86,5.731212273632842,0.233462495,0.302415181,0.464666176,0.302415181,0.302415181,,,,
22,5.201497727359385,0.573607907,0.796180269,1.287829238,0.66839441,1.047696479,0.573607907,,,
87,6.242171620971667,0.344659649,0.378690387,0.344659649,0.378690387,0.344659649,0.258261644,0.241126178,,
14,6.993141334504265,0.573607907,0.680994673,0.680994673,0.66839441,1.047696479,0.573607907,0.607520842,,
97,4.16355478509216,0.258261644,0.224114334,0.304508319,0.224114334,,,,,
54,1.7338644332091255,0.739917238,0.739917238,,,,,,,
1,4.320606377542938,1.790903564,0.550679229,0.550679229,0.550679229,0.550679229,,,,
13,5.9578985136602975,0.796180269,0.680994673,1.047696479,0.631606701,1.047696479,1.052356341,1.287829238,,
103,4.963067737736455,0.138968999,0.350474393,0.486906039,0.260911857,0.350474393,0.486906039,,,
99,6.73465079017721,0.138968999,0.350474393,0.350474393,0.350474393,0.350474393,0.260911857,0.138968999,,
99,6.73465079017721,0.138968999,0.682465094,0.486906039,0.350474393,0.679654055,0.429890303,0.303585458,0.682465094,
20,4.362951592633542,0.66839441,0.47756148,0.573607907,0.47756148,,,,,
74,3.784936140334292,1.169709345,0.968225412,0.379939181,1.169709345,,,,,
9,7.306854844452943,0.607520842,0.374762937,0.607520842,0.607520842,0.917320965,0.550679229,0.374762937,,
67,4.9570213176361815,0.639468887,0.207004214,0.968225412,0.207004214,,,,,
