punit_idx,E[N],1,2,3,4,5,6,7,8,9,10,11,12,13
8,1.3240273903141007,0.958913285,0.374762937,0.426455835,0.426455835,0.819278898,0.613532994,0.427978686,0.613532994,0.550679229,0.958913285,0.819278898,0.427978686,
104,1.1697795639860307,0.679654055,0.233462495,0.486906039,0.682465094,0.350474393,0.429890303,0.486906039,0.258261644,0.304508319,0.486906039,0.138968999,0.842129698,0.260911857
106,1.4825403799894759,0.486906039,0.679654055,0.429890303,0.344659649,0.241126178,0.486906039,0.679654055,0.233462495,0.449589501,,,,
95,0.9807946942734003,0.611494513,0.332597832,0.484830596,0.302415181,0.611494513,0.611494513,0.302415181,,,,,,
30,1.03138167108644,0.929623072,0.565013519,0.628415368,0.565013519,0.593275359,0.47539448,0.737668953,0.47539448,,,,,
94,0.9989001528579744,0.302415181,0.338491701,0.611494513,0.484830596,0.484830596,0.234934085,0.611494513,,,,,,
30,1.03138167108644,0.565013519,0.565013519,0.593275359,0.737668953,0.593275359,0.565013519,,,,,,,
70,0.7923124029958686,0.958913285,0.374403126,0.532606952,0.917320965,0.341858376,0.374403126,,,,,,,
60,1.02195800070634,0.386243281,0.198553665,0.532606952,0.577017058,0.207004214,0.437277919,0.35178314,0.532606952,,,,,
26,0.9213786183876833,0.737668953,0.628415368,0.737668953,0.593275359,0.929623072,0.929623072,0.737668953,0.628415368,,,,,
15,1.2474037026886928,0.426455835,0.66839441,0.680994673,0.631606701,0.607520842,0.66839441,0.710300061,0.796180269,0.631606701,0.47756148,0.550679229,0.573607907,
52,1.333124205182652,0.437277919,0.560787648,0.35178314,0.437277919,0.198553665,0.198553665,0.613265541,0.613265541,0.198553665,,,,
36,1.3363174298096958,0.593275359,0.696160728,0.47539448,0.929623072,0.593275359,0.737668953,0.47539448,0.555764093,,,,,
27,0.7637718354925138,0.416770886,0.416770886,0.416770886,,,,,,,,,,
59,0.8667650547346082,0.437277919,0.437277919,0.386243281,0.316447193,0.316447193,,,,,,,,
29,0.7405726121654537,0.905400484,0.416770886,0.905400484,,,,,,,,,,
77,1.1355122951748706,0.527881884,0.258261644,0.449589501,0.258261644,0.233462495,0.429890303,0.241126178,0.429890303,,,,,
80,1.200823288026422,0.527881884,0.28463147,0.302415181,0.309618054,0.232096649,0.44347814,0.28463147,,,,,,
67,0.9506199912430192,0.207004214,1.169709345,0.437277919,0.437277919,0.577017058,1.169709345,0.639468887,0.379939181,,,,,
58,0.9809704994893484,0.339220439,0.339220439,0.198553665,0.35178314,0.339220439,0.386243281,0.593733517,,,,,,
78,1.1143741498479287,0.527881884,0.464666176,0.302415181,0.232096649,0.44347814,0.44347814,0.309618054,0.378690387,,,,,
74,0.9272354000744268,0.435937256,0.690604426,0.376633162,0.435937256,1.169709345,0.690604426,1.169709345,,,,,,
14,1.3569490454990887,1.052356341,0.710300061,0.796180269,0.680994673,0.607520842,0.680994673,0.607520842,1.052356341,0.573607907,0.47756148,,,
6,0.9529658029537962,0.427978686,0.958913285,0.427978686,0.374403126,0.958913285,0.917320965,0.613532994,0.341858376,,,,,
6,0.9529658029537962,0.917320965,0.374403126,0.426455835,0.613532994,0.917320965,0.341858376,0.819278898,0.917320965,0.917320965,,,,
81,1.0665372495431233,0.232096649,0.302415181,0.464666176,0.28463147,0.232096649,0.309618054,0.232096649,,,,,,
7,0.9292741521306299,0.427978686,0.374403126,0.475596501,0.475596501,0.958913285,0.427978686,,,,,,,
37,1.3151850883366245,0.498284557,0.72813035,0.72813035,0.47539448,0.498284557,0.696160728,0.593275359,0.72813035,,,,,
67,0.9506199912430192,0.379939181,0.379939181,0.577017058,0.207004214,0.437277919,0.379939181,0.379939181,1.169709345,,,,,
45,0.6024149996725296,0.516423733,1.184897785,1.184897785,1.184897785,,,,,,,,,
95,0.9807946942734003,0.234934085,0.302415181,0.464666176,0.484830596,0.484830596,0.484830596,0.302415181,,,,,,
62,0.796920982676402,0.577017058,0.593733517,0.968225412,1.169709345,1.169709345,1.169709345,0.593733517,,,,,,
66,0.9744885230429462,1.169709345,0.577017058,0.247597798,0.376633162,0.379939181,0.968225412,0.247597798,,,,,,
85,1.1146193559249111,0.464666176,0.258261644,0.234934085,0.258261644,0.484830596,0.302415181,0.234934085,0.234934085,0.302415181,,,,
76,0.5848168381642899,0.378690387,0.378690387,0.303585458,0.303585458,0.679654055,0.233462495,0.241126178,0.378690387,,,,,
37,1.3151850883366245,0.555764093,0.929623072,0.47539448,0.498284557,0.498284557,0.498284557,0.498284557,0.737668953,0.555764093,,,,
93,1.101683711197217,0.234934085,0.332597832,0.464666176,0.302415181,0.464666176,0.527881884,0.611494513,0.302415181,,,,,
90,1.4888049884518797,0.233462495,0.233462495,0.241126178,0.429890303,0.344659649,0.260911857,0.378690387,0.486906039,0.486906039,0.429890303,,,
14,1.3569490454990887,1.287829238,1.172203416,0.796180269,0.631606701,0.680994673,0.680994673,1.052356341,0.631606701,1.287829238,1.047696479,,,
31,1.3190551909416137,0.498284557,0.72813035,0.696160728,0.47539448,0.737668953,0.554677459,0.554677459,0.929623072,0.72813035,,,,
15,1.2474037026886928,0.680994673,0.680994673,0.66839441,0.66839441,0.607520842,0.796180269,0.607520842,0.47756148,0.550679229,0.66839441,,,
60,1.02195800070634,0.35178314,0.35178314,0.437277919,0.207004214,0.532606952,0.386243281,0.532606952,0.316447193,,,,,
9,1.4929823403503861,0.819278898,0.550679229,0.104654898,0.550679229,0.66839441,0.550679229,0.710300061,0.374762937,0.550679229,0.374762937,0.47756148,,
77,1.1355122951748706,0.429890303,0.233462495,0.449589501,0.449589501,0.233462495,0.258261644,0.233462495,0.344659649,,,,,
9,1.4929823403503861,0.550679229,0.550679229,0.819278898,0.631606701,0.819278898,0.550679229,0.374762937,0.427978686,0.631606701,0.819278898,0.104654898,0.631606701,
84,0.39633184386283443,0.346625671,,,,,,,,,,,,
79,1.3005074491735151,0.28463147,0.309618054,0.309618054,0.28463147,0.44347814,0.484830596,0.484830596,,,,,,
86,1.3319293086760653,0.378690387,0.258261644,0.233462495,0.378690387,0.344659649,0.302415181,0.378690387,0.378690387,,,,,
103,0.974445913682907,0.350474393,0.682465094,0.260911857,0.304508319,0.138968999,0.842129698,0.138968999,0.842129698,,,,,
67,0.9506199912430192,0.437277919,0.968225412,0.207004214,0.437277919,1.169709345,0.207004214,0.379939181,0.379939181,,,,,
7,0.9292741521306299,0.958913285,0.186730817,0.475596501,0.427978686,0.475596501,0.958913285,,,,,,,
33,0.7414975833421322,0.325672856,0.325672856,0.325672856,0.325672856,,,,,,,,,
95,0.9807946942734003,0.611494513,0.332597832,0.332597832,0.234934085,0.338491701,0.464666176,,,,,,,
40,0.9275145203614992,0.47539448,0.555764093,0.47539448,0.737668953,0.737668953,0.628415368,0.628415368,,,,,,
100,1.3150877961986303,0.138968999,0.233462495,0.350474393,0.842129698,0.350474393,0.304508319,0.233462495,0.679654055,0.842129698,0.260911857,0.842129698,0.486906039,0.138968999
93,1.101683711197217,0.234934085,0.302415181,0.464666176,0.258261644,0.234934085,0.527881884,,,,,,,
98,1.1006003165346037,0.138968999,0.842129698,0.842129698,0.260911857,0.224114334,0.260911857,0.350474393,,,,,,
60,1.02195800070634,0.35178314,0.207004214,0.207004214,0.437277919,0.35178314,0.532606952,0.532606952,0.437277919,,,,,
59,0.8667650547346082,0.198553665,0.207004214,0.207004214,0.386243281,0.316447193,0.207004214,0.437277919,,,,,,
41,0.6947000381948891,0.323861484,0.323861484,0.602618203,0.555764093,0.737668953,0.555764093,0.555764093,,,,,,
51,1.3255824096852107,0.198553665,0.593733517,0.198553665,0.593733517,0.35178314,0.593733517,,,,,,,
34,0.7591479692378379,0.323861484,0.602618203,0.354698724,0.354698724,0.354698724,0.325672856,,,,,,,
70,0.7923124029958686,0.374403126,0.958913285,0.341858376,0.917320965,0.341858376,,,,,,,,
29,0.7405726121654537,0.416770886,0.659158624,,,,,,,,,,,
92,1.267838390895669,0.464666176,0.304508319,0.378690387,0.527881884,0.258261644,0.464666176,0.302415181,0.260911857,0.260911857,0.429890303,0.224114334,,
52,1.333124205182652,0.316447193,0.198553665,0.437277919,0.437277919,0.35178314,0.316447193,0.386243281,0.386243281,,,,,
106,1.4825403799894759,0.486906039,0.303585458,0.449589501,0.378690387,0.449589501,0.241126178,0.429890303,0.429890303,0.233462495,,,,
8,1.3240273903141007,0.104654898,0.710300061,0.427978686,0.427978686,0.917320965,0.819278898,0.104654898,0.819278898,0.104654898,0.47756148,0.958913285,0.47756148,0.341858376
104,1.1697795639860307,0.486906039,0.138968999,0.842129698,0.350474393,0.138968999,0.138968999,0.224114334,0.138968999,,,,,
46,0.6223355942408237,0.516423733,0.516423733,0.747098694,0.747098694,,,,,,,,,
79,1.3005074491735151,0.302415181,0.527881884,0.302415181,0.527881884,0.309618054,0.464666176,0.44347814,,,,,,
29,0.7405726121654537,0.416770886,0.416770886,,,,,,,,,,,
74,0.9272354000744268,1.169709345,0.639468887,1.169709345,0.435937256,0.247597798,0.639468887,0.379939181,,,,,,
30,1.03138167108644,0.47539448,0.498284557,0.737668953,0.47539448,0.72813035,0.628415368,0.47539448,0.628415368,,,,,
46,0.6223355942408237,0.603195073,0.603195073,0.603195073,,,,,,,,,,
58,0.9809704994893484,0.386243281,0.613265541,0.386243281,0.613265541,0.35178314,0.198553665,,,,,,,
101,0.8023053531257526,0.682465094,0.138968999,0.679654055,0.679654055,0.682465094,0.682465094,0.241126178,,,,,,
35,1.026738611278554,0.323861484,0.554677459,0.737668953,0.602618203,0.555764093,0.323861484,0.554677459,0.555764093,0.554677459,0.555764093,0.498284557,,
7,0.9292741521306299,0.613532994,0.426455835,0.374403126,0.958913285,0.613532994,,,,,,,,
46,0.6223355942408237,0.603195073,0.603195073,0.603195073,0.747098694,,,,,,,,,
7,0.9292741521306299,0.475596501,0.475596501,0.958913285,0.427978686,0.613532994,,,,,,,,
73,1.0374256587093835,0.374762937,0.917320965,1.169709345,1.169709345,0.374762937,0.577017058,0.968225412,0.968225412,0.207004214,0.104654898,0.639468887,,
93,1.101683711197217,0.611494513,0.338491701,0.527881884,0.527881884,0.302415181,0.332597832,0.464666176,0.302415181,,,,,
89,1.2150227293481806,0.682465094,0.241126178,0.429890303,0.350474393,0.233462495,0.486906039,0.241126178,0.486906039,,,,,
6,0.9529658029537962,0.819278898,0.374403126,0.613532994,0.819278898,0.917320965,0.917320965,0.374403126,0.427978686,,,,,
97,0.9781790196125236,0.338491701,0.304508319,0.260911857,0.338491701,0.224114334,0.260911857,,,,,,,
91,1.3534306305895267,0.258261644,0.241126178,0.449589501,0.429890303,0.241126178,0.679654055,0.258261644,0.378690387,0.344659649,,,,
84,0.39633184386283443,0.346625671,,,,,,,,,,,,
43,0.492364404991665,0.416770886,0.416770886,,,,,,,,,,,
98,1.1006003165346037,0.338491701,0.350474393,0.224114334,0.338491701,0.258261644,0.304508319,0.338491701,0.260911857,,,,,
15,1.2474037026886928,0.550679229,0.550679229,0.66839441,0.710300061,0.710300061,0.710300061,0.607520842,0.104654898,0.631606701,0.607520842,0.631606701,0.47756148,0.710300061
12,0.9221761809784058,0.680994673,0.631606701,0.66839441,1.047696479,1.172203416,1.172203416,0.680994673,0.680994673,1.047696479,,,,
36,1.3363174298096958,0.593275359,0.696160728,0.696160728,0.565013519,0.565013519,0.929623072,0.565013519,0.628415368,0.628415368,0.593275359,,,
9,1.4929823403503861,0.917320965,0.607520842,0.427978686,0.710300061,0.427978686,0.917320965,0.427978686,0.710300061,0.47756148,,,,
95,0.9807946942734003,0.484830596,0.484830596,0.464666176,0.464666176,0.234934085,0.332597832,,,,,,,
22,0.9749265116268724,0.47756148,1.047696479,1.047696479,0.573607907,0.66839441,0.796180269,1.052356341,0.47756148,,,,,
53,0.9382629379990716,0.560787648,0.339220439,0.198553665,0.386243281,0.247597798,0.198553665,0.35178314,0.560787648,0.577017058,,,,
4,1.4909249691638635,0.607520842,0.427978686,0.917320965,0.550679229,0.613532994,0.819278898,0.613532994,0.639468887,0.341858376,0.374762937,0.374762937,0.819278898,
30,1.03138167108644,0.47539448,0.929623072,0.593275359,0.72813035,0.72813035,0.498284557,0.737668953,,,,,,
48,0.5598852015326953,1.184897785,0.751646477,0.751646477,,,,,,,,,,
36,1.3363174298096958,0.555764093,0.47539448,0.696160728,0.555764093,0.929623072,0.696160728,0.696160728,0.737668953,0.593275359,,,,
53,0.9382629379990716,0.659421977,0.198553665,0.560787648,0.659421977,0.198553665,0.593733517,0.339220439,,,,,,
10,1.5527872622488825,0.710300061,0.958913285,0.607520842,0.613532994,0.607520842,0.958913285,0.958913285,0.550679229,0.47756148,0.104654898,0.607520842,0.550679229,
58,0.9809704994893484,0.339220439,0.593733517,0.339220439,0.613265541,0.339220439,0.35178314,0.560787648,,,,,,
64,0.6718908970920691,0.435937256,0.666497526,0.435937256,0.690604426,,,,,,,,,
59,0.8667650547346082,0.35178314,0.577017058,0.577017058,0.35178314,0.207004214,0.207004214,0.532606952,0.577017058,,,,,
101,0.8023053531257526,0.486906039,0.260911857,0.241126178,0.682465094,0.682465094,0.138968999,0.241126178,,,,,,
77,1.1355122951748706,0.258261644,0.258261644,0.344659649,0.232096649,0.344659649,0.344659649,0.344659649,,,,,,
68,0.925134874026019,0.316447193,0.374403126,0.341858376,0.532606952,0.639468887,0.577017058,0.374403126,0.639468887,0.968225412,0.532606952,,,
58,0.9809704994893484,0.593733517,0.613265541,0.386243281,0.198553665,0.386243281,0.560787648,0.560787648,,,,,,
27,0.7637718354925138,0.659158624,0.416770886,0.905400484,,,,,,,,,,
67,0.9506199912430192,0.207004214,0.207004214,1.169709345,0.639468887,0.639468887,0.379939181,1.169709345,,,,,,
