punit_idx,E[N],1,2,3,4,5
37,3.8241263042326543,0.498284557,0.498284557,0.498284557,0.498284557,
13,2.6378758948884915,1.052356341,1.047696479,1.047696479,,
68,2.026368836962064,0.341858376,0.207004214,,,
6,2.494894204637158,0.613532994,0.958913285,0.374403126,,
13,2.6378758948884915,1.052356341,1.047696479,1.047696479,,
43,1.0416171962479266,0.905400484,,,,
13,2.6378758948884915,0.680994673,1.052356341,0.680994673,,
78,2.7192284186555478,0.309618054,0.28463147,0.309618054,,
28,1.4211512967537323,0.72813035,,,,
100,3.6509411386659867,0.486906039,0.350474393,0.350474393,0.682465094,
3,4.235478384722812,0.427978686,0.819278898,0.550679229,0.819278898,
15,2.658432846403966,0.47756148,0.710300061,0.607520842,,
96,1.520489946097883,0.338491701,,,,
38,2.1274727151588646,0.628415368,0.628415368,0.628415368,,
54,1.2247312697266541,0.739917238,,,,
75,1.6121038756004027,0.666497526,0.666497526,,,
85,2.2156864297336267,0.302415181,0.302415181,,,
78,2.7192284186555478,0.309618054,0.309618054,,,
6,2.494894204637158,0.613532994,0.613532994,,,
30,3.091843785667665,0.498284557,0.593275359,0.565013519,,
30,3.091843785667665,0.72813035,0.565013519,,,
11,3.062472957116591,1.172203416,1.047696479,0.631606701,,
98,3.1949872979056737,0.260911857,0.260911857,0.304508319,0.224114334,
16,2.4469541978544607,0.427978686,0.607520842,0.427978686,0.427978686,
91,3.9967695567708907,0.233462495,0.258261644,0.344659649,0.429890303,
79,3.219615691812704,0.302415181,0.28463147,0.28463147,0.309618054,
3,4.235478384722812,0.607520842,0.427978686,0.819278898,0.427978686,
1,1.7081614608651805,1.790903564,1.790903564,1.172203416,,
53,2.0763982003903774,0.593733517,,,,
93,2.40443339890012,0.464666176,0.464666176,,,
76,1.0218039394226555,0.449589501,,,,
41,1.3077537503815946,0.323861484,,,,
83,2.097910049033443,0.611494513,0.332597832,,,
21,3.524935133144591,0.573607907,0.680994673,0.680994673,0.573607907,0.47756148
101,1.878206315202548,0.682465094,,,,
26,2.260176667847121,0.565013519,0.593275359,0.47539448,,
10,4.429000283608429,0.819278898,0.819278898,0.550679229,0.819278898,
64,1.775867251375772,0.666497526,0.666497526,,,
10,4.429000283608429,0.917320965,0.917320965,0.917320965,0.374762937,0.374762937
99,3.3995389760268746,0.679654055,0.241126178,0.241126178,,
90,3.8262262980656563,0.679654055,0.429890303,0.679654055,,
5,3.3835065974305683,0.104654898,0.917320965,0.374762937,,
36,3.439471233780485,0.498284557,0.498284557,0.737668953,0.929623072,
74,2.196206391756537,1.169709345,,,,
51,3.592175091194272,0.613265541,0.613265541,0.35178314,0.35178314,
71,2.4966713036064765,0.639468887,0.639468887,0.341858376,0.917320965,
44,1.4289737455912241,0.516423733,,,,
14,3.5940656687277173,0.66839441,0.796180269,0.680994673,0.66839441,
11,3.062472957116591,0.631606701,0.631606701,1.790903564,,
76,1.0218039394226555,0.449589501,,,,
94,2.958786184472498,0.332597832,0.611494513,0.464666176,0.464666176,
65,1.9656977837328706,0.376633162,0.666497526,,,
2,3.5709924569767244,1.047696479,1.047696479,1.047696479,1.047696479,
13,2.6378758948884915,0.680994673,1.052356341,1.047696479,,
11,3.062472957116591,1.047696479,1.047696479,0.66839441,0.66839441,
52,3.7343747709509048,0.35178314,0.198553665,0.386243281,0.613265541,
80,3.3776532725068216,0.232096649,0.28463147,0.28463147,0.309618054,
32,2.3047409798206475,0.354698724,0.554677459,0.696160728,,
17,2.325033441568433,0.475596501,0.426455835,,,
80,3.3776532725068216,0.302415181,0.28463147,0.28463147,0.28463147,
38,2.1274727151588646,0.929623072,0.929623072,,,
17,2.325033441568433,0.475596501,0.426455835,,,
49,1.000166734033886,0.696036812,,,,
27,1.991544548769614,0.416770886,0.659158624,,,
31,3.5215750421245287,0.498284557,0.498284557,0.737668953,0.737668953,
80,3.3776532725068216,0.232096649,0.484830596,0.232096649,0.28463147,
46,1.5420488312059246,1.184897785,1.184897785,,,
51,3.592175091194272,0.198553665,0.35178314,0.386243281,0.35178314,
19,2.4470332597624904,0.475596501,0.475596501,,,
71,2.4966713036064765,0.917320965,0.639468887,0.341858376,0.341858376,
87,3.9810155941895737,0.258261644,0.344659649,0.258261644,,
38,2.1274727151588646,0.628415368,0.47539448,0.929623072,,
104,3.3266168429080953,0.260911857,0.224114334,0.842129698,0.842129698,0.138968999
31,3.5215750421245287,0.498284557,0.565013519,0.696160728,0.696160728,0.696160728
5,3.3835065974305683,0.917320965,0.341858376,0.917320965,0.374762937,
21,3.524935133144591,0.66839441,0.680994673,0.796180269,0.573607907,0.66839441
87,3.9810155941895737,0.344659649,0.378690387,0.378690387,,
43,1.0416171962479266,0.905400484,,,,
79,3.219615691812704,0.28463147,0.302415181,0.28463147,0.309618054,
5,3.3835065974305683,0.917320965,0.917320965,0.104654898,,
14,3.5940656687277173,0.47756148,0.796180269,0.680994673,0.47756148,
71,2.4966713036064765,0.207004214,0.341858376,0.917320965,0.639468887,
106,3.905823825423015,0.303585458,0.303585458,0.303585458,0.679654055,0.241126178
90,3.8262262980656563,0.429890303,0.679654055,0.679654055,,
23,1.6677679874724896,0.796180269,1.052356341,1.052356341,,
10,4.429000283608429,0.104654898,0.104654898,0.104654898,,
85,2.2156864297336267,0.302415181,0.464666176,,,
50,3.666589786660696,0.386243281,0.198553665,0.437277919,,
90,3.8262262980656563,0.679654055,0.303585458,0.429890303,0.233462495,0.241126178
37,3.8241263042326543,0.498284557,0.593275359,0.737668953,0.565013519,
103,2.79585666664753,0.350474393,0.486906039,0.486906039,0.260911857,
9,3.859067711419842,0.550679229,0.550679229,0.550679229,,
10,4.429000283608429,0.550679229,0.819278898,0.104654898,,
13,2.6378758948884915,0.680994673,1.047696479,1.052356341,,
34,1.5412134616342184,0.354698724,0.602618203,0.354698724,,
82,2.4063113016692403,0.484830596,0.484830596,0.484830596,,
95,2.7278736632432516,0.611494513,0.332597832,0.332597832,,
99,3.3995389760268746,0.486906039,0.682465094,0.350474393,,
100,3.6509411386659867,0.350474393,0.350474393,,,
85,2.2156864297336267,0.464666176,0.302415181,,,
56,2.396243216017154,0.560787648,,,,
67,2.1559145966980604,0.968225412,,,,
52,3.7343747709509048,0.198553665,0.613265541,0.386243281,0.613265541,
62,1.3955745533065944,0.379939181,0.247597798,0.379939181,,
86,3.55484815786707,0.527881884,0.344659649,0.344659649,0.378690387,
92,3.061122464372342,0.258261644,0.344659649,0.527881884,0.344659649,
21,3.524935133144591,0.796180269,0.796180269,0.573607907,,
75,1.6121038756004027,0.435937256,,,,
27,1.991544548769614,0.416770886,0.416770886,,,
68,2.026368836962064,0.207004214,0.437277919,,,
98,3.1949872979056737,0.260911857,0.304508319,0.224114334,0.304508319,
14,3.5940656687277173,0.66839441,0.573607907,0.47756148,0.680994673,0.796180269
27,1.991544548769614,0.416770886,0.416770886,,,
83,2.097910049033443,0.611494513,0.332597832,,,
93,2.40443339890012,0.464666176,0.464666176,,,
26,2.260176667847121,0.47539448,,,,
92,3.061122464372342,0.258261644,0.258261644,0.344659649,0.378690387,
26,2.260176667847121,0.47539448,0.628415368,,,
77,2.9976777484661925,0.258261644,0.527881884,0.344659649,0.378690387,
106,3.905823825423015,0.429890303,0.429890303,0.679654055,0.679654055,
31,3.5215750421245287,0.565013519,0.737668953,0.498284557,0.565013519,
100,3.6509411386659867,0.486906039,0.350474393,0.350474393,,
37,3.8241263042326543,0.565013519,0.498284557,0.737668953,0.737668953,
58,2.874154161773786,0.560787648,0.560787648,0.35178314,,
3,4.235478384722812,0.819278898,0.550679229,0.819278898,,
3,4.235478384722812,0.607520842,0.550679229,0.819278898,,
2,3.5709924569767244,0.680994673,0.66839441,0.631606701,0.66839441,
9,3.859067711419842,0.819278898,0.550679229,0.427978686,0.427978686,
14,3.5940656687277173,0.680994673,0.47756148,0.47756148,,
52,3.7343747709509048,0.386243281,0.386243281,0.198553665,0.386243281,
10,4.429000283608429,0.550679229,0.104654898,0.819278898,0.819278898,
80,3.3776532725068216,0.484830596,0.484830596,0.232096649,,
99,3.3995389760268746,0.350474393,0.486906039,0.682465094,,
2,3.5709924569767244,1.047696479,0.66839441,0.66839441,,
77,2.9976777484661925,0.344659649,0.344659649,0.344659649,,
24,1.1584735726040307,0.173710044,,,,
79,3.219615691812704,0.28463147,0.28463147,0.309618054,,
84,1.000166734033886,0.346625671,,,,
72,3.1438868710435237,0.104654898,0.550679229,0.104654898,,
99,3.3995389760268746,0.682465094,0.682465094,0.350474393,,
5,3.3835065974305683,0.958913285,0.958913285,0.917320965,,
20,1.957141755097107,0.796180269,0.796180269,,,
89,3.430984161390109,0.679654055,,,,
66,2.583258986645772,0.247597798,0.379939181,0.379939181,1.169709345,
96,1.520489946097883,0.338491701,,,,
79,3.219615691812704,0.309618054,0.309618054,0.309618054,0.484830596,
48,1.3524568901352645,0.747098694,,,,
39,2.591544537885177,0.929623072,0.929623072,0.628415368,0.628415368,
104,3.3266168429080953,0.350474393,0.350474393,0.350474393,0.138968999,
32,2.3047409798206475,0.354698724,0.554677459,,,
47,1.0513057272345347,0.751646477,,,,
6,2.494894204637158,0.958913285,0.374762937,,,
57,2.4630203443277785,0.339220439,0.339220439,,,
63,1.231549149214175,0.690604426,,,,
94,2.958786184472498,0.332597832,0.234934085,0.611494513,,
103,2.79585666664753,0.486906039,0.486906039,0.138968999,0.486906039,
90,3.8262262980656563,0.241126178,0.679654055,0.303585458,0.303585458,
83,2.097910049033443,0.611494513,0.332597832,0.234934085,0.611494513,
16,2.4469541978544607,0.710300061,0.426455835,0.47756148,,
106,3.905823825423015,0.241126178,0.241126178,0.429890303,,
88,1.911518152931296,0.679654055,0.303585458,,,
104,3.3266168429080953,0.350474393,0.486906039,0.350474393,0.350474393,
7,1.9666221837141677,0.613532994,,,,
14,3.5940656687277173,0.796180269,0.680994673,0.573607907,0.796180269,0.47756148
50,3.666589786660696,0.386243281,0.386243281,0.35178314,0.613265541,
14,3.5940656687277173,0.47756148,0.680994673,0.66839441,0.47756148,
1,1.7081614608651805,1.790903564,0.631606701,,,
96,1.520489946097883,0.338491701,0.234934085,,,
95,2.7278736632432516,0.234934085,0.611494513,0.234934085,,
27,1.991544548769614,0.416770886,0.416770886,,,
9,3.859067711419842,0.607520842,0.819278898,0.819278898,,
6,2.494894204637158,0.374403126,0.613532994,0.374403126,,
79,3.219615691812704,0.232096649,0.232096649,0.232096649,,
52,3.7343747709509048,0.198553665,0.613265541,0.198553665,0.198553665,
97,2.503189061789097,0.304508319,0.224114334,0.842129698,0.304508319,
20,1.957141755097107,0.573607907,,,,
16,2.4469541978544607,0.710300061,0.47756148,0.710300061,,
34,1.5412134616342184,0.354698724,0.602618203,,,
19,2.4470332597624904,0.475596501,0.475596501,0.426455835,,
20,1.957141755097107,0.710300061,0.573607907,,,
50,3.666589786660696,0.386243281,0.386243281,0.613265541,0.35178314,
68,2.026368836962064,0.207004214,,,,
89,3.430984161390109,0.303585458,0.241126178,0.429890303,0.303585458,
94,2.958786184472498,0.464666176,0.611494513,0.234934085,0.464666176,
4,4.026344891913253,0.427978686,0.374762937,0.374762937,,
26,2.260176667847121,0.47539448,,,,
100,3.6509411386659867,0.260911857,0.486906039,0.350474393,,
19,2.4470332597624904,0.475596501,0.475596501,,,
64,1.775867251375772,0.435937256,0.666497526,,,
67,2.1559145966980604,1.169709345,0.968225412,,,
106,3.905823825423015,0.233462495,0.429890303,0.233462495,,
99,3.3995389760268746,0.241126178,0.486906039,0.241126178,,
101,1.878206315202548,0.682465094,,,,
57,2.4630203443277785,0.560787648,0.339220439,,,
77,2.9976777484661925,0.258261644,0.344659649,0.378690387,,
75,1.6121038756004027,0.435937256,,,,
4,4.026344891913253,0.917320965,0.374762937,0.917320965,,
9,3.859067711419842,0.819278898,0.427978686,0.550679229,0.819278898,
104,3.3266168429080953,0.138968999,0.842129698,0.138968999,0.260911857,0.486906039
17,2.325033441568433,0.426455835,0.426455835,,,
75,1.6121038756004027,0.435937256,0.435937256,0.666497526,,
56,2.396243216017154,0.560787648,0.560787648,,,
41,1.3077537503815946,0.602618203,0.323861484,,,
4,4.026344891913253,0.427978686,0.819278898,0.819278898,0.607520842,0.607520842
103,2.79585666664753,0.682465094,0.138968999,0.486906039,0.138968999,
95,2.7278736632432516,0.332597832,0.234934085,0.332597832,0.332597832,
28,1.4211512967537323,0.72813035,,,,
1,1.7081614608651805,1.790903564,,,,
30,3.091843785667665,0.593275359,0.565013519,0.565013519,,
42,1.825430273212454,1.019310921,,,,
37,3.8241263042326543,0.737668953,0.498284557,0.593275359,0.565013519,
3,4.235478384722812,0.607520842,0.819278898,0.607520842,,
33,2.075750909791296,0.325672856,0.354698724,,,
27,1.991544548769614,0.659158624,0.659158624,,,
55,1.5123155435145066,0.339220439,0.659421977,,,
69,1.4075781743312048,0.532606952,,,,
72,3.1438868710435237,0.104654898,0.550679229,0.819278898,,
28,1.4211512967537323,0.72813035,,,,
34,1.5412134616342184,0.602618203,,,,
65,1.9656977837328706,0.379939181,0.376633162,,,
60,2.2837184650461726,0.437277919,0.386243281,,,
58,2.874154161773786,0.35178314,0.35178314,,,
0,1.9709997284286382,1.172203416,1.491364227,,,
10,4.429000283608429,0.550679229,0.819278898,0.917320965,0.104654898,0.374762937
31,3.5215750421245287,0.498284557,0.737668953,0.737668953,,
36,3.439471233780485,0.696160728,0.498284557,0.498284557,0.593275359,
50,3.666589786660696,0.198553665,0.386243281,0.437277919,,
17,2.325033441568433,0.475596501,0.426455835,,,
37,3.8241263042326543,0.593275359,0.498284557,0.593275359,0.593275359,
64,1.775867251375772,0.435937256,0.666497526,,,
98,3.1949872979056737,0.260911857,0.224114334,0.842129698,,
55,1.5123155435145066,0.339220439,0.339220439,,,
87,3.9810155941895737,0.378690387,0.258261644,0.258261644,,
10,4.429000283608429,0.104654898,0.819278898,0.550679229,0.917320965,
63,1.231549149214175,0.690604426,,,,
11,3.062472957116591,0.631606701,1.047696479,1.172203416,,
104,3.3266168429080953,0.350474393,0.138968999,0.350474393,0.842129698,
86,3.55484815786707,0.527881884,0.258261644,,,
47,1.0513057272345347,0.751646477,,,,
86,3.55484815786707,0.233462495,0.344659649,0.233462495,0.344659649,0.258261644
92,3.061122464372342,0.378690387,0.527881884,0.258261644,0.378690387,
71,2.4966713036064765,0.207004214,0.917320965,0.639468887,0.207004214,
75,1.6121038756004027,0.666497526,0.666497526,,,
3,4.235478384722812,0.819278898,0.819278898,0.550679229,,
44,1.4289737455912241,0.516423733,,,,
74,2.196206391756537,0.376633162,0.379939181,0.376633162,,
34,1.5412134616342184,0.602618203,,,,
58,2.874154161773786,0.35178314,0.613265541,,,
38,2.1274727151588646,0.929623072,0.929623072,,,
94,2.958786184472498,0.234934085,0.464666176,0.464666176,0.611494513,
100,3.6509411386659867,0.350474393,0.682465094,0.486906039,,
67,2.1559145966980604,0.968225412,1.169709345,,,
2,3.5709924569767244,0.680994673,0.680994673,0.66839441,,
32,2.3047409798206475,0.554677459,0.696160728,0.696160728,,
80,3.3776532725068216,0.484830596,0.28463147,0.28463147,,
16,2.4469541978544607,0.710300061,0.710300061,,,
51,3.592175091194272,0.386243281,0.386243281,0.386243281,0.35178314,
91,3.9967695567708907,0.258261644,0.233462495,0.258261644,0.344659649,
80,3.3776532725068216,0.484830596,0.28463147,0.28463147,0.28463147,
106,3.905823825423015,0.303585458,0.303585458,0.233462495,0.233462495,
65,1.9656977837328706,0.376633162,0.666497526,,,
11,3.062472957116591,0.680994673,0.66839441,0.680994673,0.680994673,
42,1.825430273212454,1.019310921,,,,
97,2.503189061789097,0.224114334,0.304508319,,,
32,2.3047409798206475,0.696160728,0.696160728,0.554677459,,
80,3.3776532725068216,0.28463147,0.302415181,0.232096649,0.309618054,
106,3.905823825423015,0.679654055,0.429890303,0.429890303,0.679654055,
10,4.429000283608429,0.819278898,0.819278898,0.819278898,0.819278898,
32,2.3047409798206475,0.554677459,0.354698724,,,
17,2.325033441568433,0.426455835,0.426455835,,,
1,1.7081614608651805,0.550679229,0.550679229,0.550679229,,
11,3.062472957116591,1.047696479,1.047696479,0.631606701,,
3,4.235478384722812,0.550679229,0.104654898,0.104654898,,
38,2.1274727151588646,0.628415368,0.47539448,0.628415368,,
1,1.7081614608651805,0.631606701,1.790903564,0.550679229,,
73,2.4441156356980076,0.341858376,0.341858376,0.207004214,,
106,3.905823825423015,0.429890303,0.429890303,0.241126178,0.429890303,
67,2.1559145966980604,1.169709345,0.968225412,,,
79,3.219615691812704,0.309618054,0.309618054,0.232096649,,
56,2.396243216017154,0.560787648,,,,
43,1.0416171962479266,0.905400484,,,,
88,1.911518152931296,0.303585458,,,,
10,4.429000283608429,0.104654898,0.550679229,0.427978686,0.819278898,0.550679229
78,2.7192284186555478,0.232096649,0.232096649,,,
10,4.429000283608429,0.819278898,0.104654898,0.550679229,,
85,2.2156864297336267,0.302415181,0.464666176,,,
32,2.3047409798206475,0.354698724,0.554677459,0.696160728,,
61,1.6757730243915114,0.577017058,0.247597798,0.247597798,,
70,1.7653371900796657,0.958913285,0.374403126,,,
18,1.7204408675951504,0.475596501,0.475596501,,,
42,1.825430273212454,1.019310921,1.019310921,,,
15,2.658432846403966,0.710300061,0.607520842,0.47756148,,
75,1.6121038756004027,0.435937256,,,,
50,3.666589786660696,0.198553665,0.386243281,0.613265541,0.198553665,
33,2.075750909791296,0.325672856,0.354698724,,,
38,2.1274727151588646,0.929623072,0.929623072,0.929623072,,
77,2.9976777484661925,0.344659649,0.344659649,0.344659649,,
99,3.3995389760268746,0.350474393,0.682465094,0.486906039,,
81,2.4942328950224937,0.484830596,0.484830596,,,
100,3.6509411386659867,0.682465094,0.682465094,0.682465094,,
31,3.5215750421245287,0.565013519,0.737668953,0.498284557,0.565013519,
100,3.6509411386659867,0.682465094,0.682465094,0.682465094,,
52,3.7343747709509048,0.198553665,0.35178314,0.198553665,0.198553665,
90,3.8262262980656563,0.241126178,0.233462495,0.303585458,0.241126178,
80,3.3776532725068216,0.484830596,0.484830596,0.484830596,0.232096649,
94,2.958786184472498,0.464666176,0.611494513,0.611494513,0.332597832,
9,3.859067711419842,0.550679229,0.819278898,0.819278898,,
30,3.091843785667665,0.565013519,0.593275359,0.498284557,,
36,3.439471233780485,0.565013519,0.565013519,0.565013519,0.737668953,
86,3.55484815786707,0.258261644,0.527881884,,,
81,2.4942328950224937,0.484830596,0.44347814,,,
20,1.957141755097107,0.573607907,,,,
54,1.2247312697266541,0.739917238,,,,
10,4.429000283608429,0.104654898,0.550679229,0.104654898,0.104654898,
99,3.3995389760268746,0.486906039,0.486906039,0.486906039,,
99,3.3995389760268746,0.241126178,0.241126178,0.241126178,0.486906039,
31,3.5215750421245287,0.498284557,0.737668953,0.498284557,0.737668953,
98,3.1949872979056737,0.842129698,0.224114334,0.260911857,,
16,2.4469541978544607,0.710300061,0.427978686,0.426455835,0.710300061,
8,3.14053881006345,0.427978686,0.374762937,0.607520842,,
74,2.196206391756537,0.376633162,1.169709345,0.379939181,,
106,3.905823825423015,0.241126178,0.233462495,0.233462495,,
6,2.494894204637158,0.613532994,0.613532994,,,
54,1.2247312697266541,0.739917238,,,,
97,2.503189061789097,0.304508319,0.224114334,0.842129698,,
40,2.342904347998283,0.555764093,1.019310921,,,
104,3.3266168429080953,0.350474393,0.260911857,0.138968999,0.138968999,
77,2.9976777484661925,0.344659649,0.344659649,0.378690387,,
106,3.905823825423015,0.429890303,0.429890303,0.241126178,0.303585458,
91,3.9967695567708907,0.241126178,0.233462495,0.429890303,0.241126178,
87,3.9810155941895737,0.378690387,0.378690387,0.233462495,0.258261644,
72,3.1438868710435237,0.104654898,0.550679229,0.819278898,,
19,2.4470332597624904,0.426455835,0.426455835,,,
106,3.905823825423015,0.241126178,0.303585458,0.303585458,0.303585458,
96,1.520489946097883,0.234934085,0.234934085,,,
30,3.091843785667665,0.593275359,0.593275359,0.565013519,,
27,1.991544548769614,0.416770886,0.416770886,,,
45,1.6410693293062848,0.603195073,,,,
2,3.5709924569767244,0.680994673,1.047696479,0.66839441,,
87,3.9810155941895737,0.378690387,0.344659649,0.258261644,,
3,4.235478384722812,0.104654898,0.550679229,0.550679229,0.819278898,
16,2.4469541978544607,0.710300061,0.426455835,,,
96,1.520489946097883,0.338491701,0.234934085,,,
31,3.5215750421245287,0.565013519,0.498284557,0.565013519,0.565013519,0.565013519
18,1.7204408675951504,0.186730817,,,,
50,3.666589786660696,0.35178314,0.35178314,0.386243281,,
22,2.6480699305557898,0.680994673,1.052356341,1.052356341,,
25,2.367999613997786,0.325672856,0.325672856,0.554677459,,
2,3.5709924569767244,1.047696479,0.66839441,0.66839441,1.172203416,
26,2.260176667847121,0.47539448,,,,
90,3.8262262980656563,0.241126178,0.429890303,0.303585458,0.679654055,
89,3.430984161390109,0.303585458,0.303585458,0.303585458,,
19,2.4470332597624904,0.475596501,0.475596501,,,
51,3.592175091194272,0.198553665,0.386243281,0.386243281,,
43,1.0416171962479266,0.905400484,,,,
31,3.5215750421245287,0.565013519,0.498284557,0.593275359,0.498284557,
30,3.091843785667665,0.498284557,0.565013519,0.498284557,,
39,2.591544537885177,0.628415368,0.555764093,0.929623072,,
35,2.3543835474478114,0.737668953,0.737668953,,,
78,2.7192284186555478,0.232096649,0.309618054,,,
79,3.219615691812704,0.28463147,0.484830596,0.484830596,0.28463147,
21,3.524935133144591,0.796180269,0.680994673,0.47756148,0.66839441,0.680994673
24,1.1584735726040307,0.173710044,,,,
52,3.7343747709509048,0.198553665,0.613265541,0.386243281,0.386243281,
95,2.7278736632432516,0.332597832,0.332597832,0.234934085,,
80,3.3776532725068216,0.232096649,0.232096649,0.232096649,0.302415181,
17,2.325033441568433,0.475596501,0.426455835,,,
