punit_idx,E[N],1,2,3,4,5
61,1.6757730243915114,0.577017058,,,,
66,2.583258986645772,0.379939181,0.379939181,0.376633162,0.247597798,0.376633162
55,1.5123155435145066,0.339220439,0.339220439,,,
106,3.905823825423015,0.303585458,0.303585458,0.303585458,,
5,3.3835065974305683,0.917320965,0.374762937,0.917320965,0.917320965,0.374762937
73,2.4441156356980076,0.207004214,0.207004214,0.207004214,,
70,1.7653371900796657,0.613532994,0.958913285,0.374403126,,
100,3.6509411386659867,0.486906039,0.682465094,0.138968999,0.138968999,
19,2.4470332597624904,0.186730817,0.186730817,,,
23,1.6677679874724896,1.287829238,1.287829238,,,
36,3.439471233780485,0.498284557,0.593275359,0.737668953,0.565013519,
90,3.8262262980656563,0.233462495,0.429890303,0.233462495,,
55,1.5123155435145066,0.739917238,0.659421977,,,
94,2.958786184472498,0.234934085,0.338491701,0.234934085,,
104,3.3266168429080953,0.260911857,0.224114334,0.842129698,0.260911857,
40,2.342904347998283,0.555764093,1.019310921,,,
10,4.429000283608429,0.819278898,0.550679229,0.104654898,,
52,3.7343747709509048,0.35178314,0.386243281,0.613265541,0.386243281,
2,3.5709924569767244,1.047696479,0.631606701,0.66839441,1.047696479,
78,2.7192284186555478,0.232096649,0.232096649,,,
87,3.9810155941895737,0.258261644,0.344659649,0.378690387,,
3,4.235478384722812,0.607520842,0.819278898,0.427978686,0.550679229,
9,3.859067711419842,0.550679229,0.427978686,0.607520842,0.550679229,
35,2.3543835474478114,0.737668953,0.498284557,0.498284557,,
53,2.0763982003903774,0.593733517,,,,
72,3.1438868710435237,0.819278898,0.819278898,0.104654898,,
103,2.79585666664753,0.350474393,0.486906039,0.350474393,0.138968999,
40,2.342904347998283,0.555764093,0.555764093,,,
47,1.0513057272345347,0.751646477,,,,
82,2.4063113016692403,0.484830596,0.44347814,0.28463147,,
