,index,EM
0,gaussian_rad10,71.62898767835715
1,gaussian_rad15,88.99176702296822
2,gaussian_rad20,104.6585361253668
3,uniform_rad10,263.57645772916965
4,uniform_rad15,475.85500631002026
5,uniform_rad20,752.7428989861278
