5.376372968717431650e+05,4.117083162695674691e+06
5.376452929262419930e+05,4.117091669866418466e+06
5.376304643597092945e+05,4.117100614051786717e+06
5.376535127122109989e+05,4.117106693555648904e+06
5.376619502726987703e+05,4.117113706138547510e+06
5.376664969608655665e+05,4.117111862708649132e+06
5.376719764324857388e+05,4.117123277467415668e+06
5.376630887113261269e+05,4.117127811717281584e+06
5.376572289704629220e+05,4.117118871443436481e+06
5.376509359398774104e+05,4.117108786551611032e+06
5.376570503132245503e+05,4.117105456882327329e+06
5.376349402092077071e+05,4.117097545509834774e+06
5.376316603039875627e+05,4.117088989558818750e+06
5.376222793864359846e+05,4.117099024270777591e+06
5.376300061532271793e+05,4.117109800055771135e+06
5.376401127504454926e+05,4.117114693364302162e+06
5.376430589234612416e+05,4.117120282397900242e+06
5.376474063908176031e+05,4.117130824522369076e+06
5.376439608123443322e+05,4.117144218422197737e+06
5.376469975528999930e+05,4.117136511697882321e+06
5.376292069650000194e+05,4.117121609375619795e+06
5.376264345566320699e+05,4.117111297297403216e+06
5.376183875424066791e+05,4.117110809771888424e+06
5.376109878340187715e+05,4.117104488593547139e+06
5.375396433839399833e+05,4.117141536644481122e+06
5.375354920283221873e+05,4.117208312892771326e+06
5.375410991844197270e+05,4.117248601393715478e+06
5.376651483710571192e+05,4.117307350813801400e+06
5.375554723945687292e+05,4.117234035905881319e+06
5.376683669263251359e+05,4.117306594196821563e+06
5.375462953496261034e+05,4.117239409911250696e+06
5.375383759843446314e+05,4.117232817999775987e+06
5.375334560875556199e+05,4.117216100672001950e+06
5.375294225832937518e+05,4.117204784536494408e+06
5.375207032058481127e+05,4.117215582252074033e+06
5.375287452003179351e+05,4.117227115963258315e+06
5.375344667250385974e+05,4.117234229458207730e+06
5.375403173060158733e+05,4.117237876656794921e+06
5.375316385855890112e+05,4.117252891374160070e+06
5.375264558201972395e+05,4.117247352305463515e+06
5.375193125655094627e+05,4.117243035927501973e+06
5.375152819952601567e+05,4.117228474815172143e+06
5.375136586584725883e+05,4.117248614285784774e+06
5.376524543301071972e+05,4.117316713888745289e+06
5.375244869656763040e+05,4.117268151435707696e+06
5.375167778299560305e+05,4.117274711315927096e+06
5.375047425512963673e+05,4.117276475938617252e+06
5.374989717685837531e+05,4.117257722413941287e+06
5.374941967641836964e+05,4.117272783422058914e+06
5.374853114975970238e+05,4.117230238242322113e+06
5.377079445976702264e+05,4.117091465742258821e+06
5.377103613285282627e+05,4.117090037686252501e+06
5.377089015259849839e+05,4.117086263616355136e+06
5.376974707285434706e+05,4.117072487976198550e+06
5.376906602689408464e+05,4.117045583334743511e+06
5.376976956786934752e+05,4.117055565080577508e+06
5.377087347518198658e+05,4.117071998196927831e+06
5.377026617477000691e+05,4.117066090036710724e+06
5.377134404292043764e+05,4.117081016535922419e+06
5.377025057460879907e+05,4.117102471017301548e+06
5.376977814870791044e+05,4.117094232509386726e+06
5.376882013641321100e+05,4.117082758308504708e+06
5.376809793696176494e+05,4.117071639707995579e+06
5.376690218136679614e+05,4.117054393761827145e+06
5.376579938678469043e+05,4.117060028941208497e+06
5.376648927862716373e+05,4.117070571404924151e+06
5.376719782202973729e+05,4.117080878407879733e+06
5.376789074479448609e+05,4.117089005854796618e+06
5.376849176251702011e+05,4.117101210673737340e+06
5.376976965491077863e+05,4.117111795048325788e+06
5.376795555995552568e+05,4.117122609171658754e+06
5.376764284946006956e+05,4.117108087530892342e+06
5.376582401851525065e+05,4.117100547566341236e+06
5.376751793292919174e+05,4.117100279521001037e+06
5.376663862624153262e+05,4.117082089232636150e+06
5.376529575870991684e+05,4.117069335339057259e+06
5.375967870600869646e+05,4.117184628090388607e+06
5.375809388367794454e+05,4.117178921498086769e+06
5.375768920817750040e+05,4.117160650449372828e+06
5.375730264857610455e+05,4.117158437674143352e+06
5.375731581942099147e+05,4.117155574900129344e+06
5.375667318058435339e+05,4.117146719800843392e+06
5.375661250900549348e+05,4.117146454162723850e+06
5.375466898157852702e+05,4.117152648792426568e+06
5.375117955150447087e+05,4.117161168582381215e+06
5.375620697749069659e+05,4.117168236875761766e+06
5.375712668890575878e+05,4.117180836373249069e+06
5.375784193618712015e+05,4.117183294590016361e+06
5.375902003300525248e+05,4.117201926372048911e+06
5.375815199875030667e+05,4.117201985203034244e+06
5.375768151149487821e+05,4.117198530584110878e+06
5.375769287698357366e+05,4.117188983591408469e+06
5.375698930629717652e+05,4.117177870355165098e+06
5.375569300759192556e+05,4.117165168616444804e+06
5.375468686145666288e+05,4.117164281653636601e+06
5.375440757918229792e+05,4.117160113371043932e+06
5.375430082047005417e+05,4.117174224615437910e+06
5.375534227533016820e+05,4.117187456339612138e+06
5.375538422058275901e+05,4.117195673322982620e+06
5.375683303305961890e+05,4.117205469694972504e+06
5.375641038687709952e+05,4.117205771431649104e+06
5.375690947850998491e+05,4.117215915896994527e+06
5.376689642001686152e+05,4.117280040035920218e+06
5.375581394776245579e+05,4.117209720882987604e+06
5.375571508750914363e+05,4.117200379753439222e+06
5.375472950342348777e+05,4.117190418812294491e+06
5.375793353138855891e+05,4.117196377405279782e+06
